mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,file_name,label
-234.56934,21.231777,62.68252,14.035346,-3.7370114,5.9042764,12.1890745,7.3559046,-3.8768275,8.893696,1.0331715,6.587046,-1.5182827,5.491145,-2.7116344,5.8435793,-6.442166,5.17988,-1.9418111,4.9987283,-5.1158404,4.096285,-0.521015,3.994858,-0.7044374,3.981701,3.01813,3.7929578,2.11025,3.7376456,3.9499636,4.031605,-0.7519795,3.5828164,-1.3525059,3.6531816,-4.1877627,3.1747682,-4.010321,3.5886095,00000053.wav,Abnormal
-239.94382,18.292868,66.262115,12.40076,-6.1437016,6.192543,12.725248,7.54934,-4.824443,7.506649,0.6515152,6.057128,-0.81135803,5.0353513,-1.6212989,5.1279597,-6.736186,4.696747,-2.5205855,4.500149,-4.7845774,4.0002007,-0.47542834,4.0352926,0.49836951,3.70453,2.5705736,3.6696272,2.9873433,3.6511426,4.7104664,3.666984,0.042670764,3.7889469,-1.1545918,3.45873,-3.1606035,3.649238,-2.8864946,3.407146,00000054.wav,Abnormal
-233.8739,20.229294,58.528717,12.704346,-16.445765,6.2079563,10.243105,6.640383,-11.727371,7.2594604,-4.170321,5.522942,-4.946289,4.836502,-6.153285,4.9599676,-7.825777,4.958831,-3.8340983,4.4314747,-4.8878846,4.500092,-0.27960765,4.6424885,-1.3007015,4.298612,2.2224438,4.0673747,1.5258571,3.5874763,2.9264705,4.052247,-1.0701257,3.7055829,-0.5875234,3.1938164,-2.5180504,3.5126727,-1.5601321,2.924105,00000055.wav,Abnormal
-230.38463,20.10474,60.7416,15.962317,-4.3263288,7.9883823,10.520437,8.040019,-8.38101,9.396407,-2.0649683,6.797319,-4.0039053,5.4740825,-3.8196113,5.7073703,-8.402026,4.852618,-3.6155455,4.7291536,-4.4364977,4.4218016,0.09779036,4.0972977,-0.4910836,3.7988675,3.0211658,3.8709912,1.0062332,3.754902,4.443125,3.9799483,0.087955974,3.8599594,-1.3388048,3.4921925,-3.5805461,4.022713,-3.627082,3.4176972,00000056.wav,Abnormal
-236.28801,22.48221,60.596893,14.721462,-7.610055,6.681112,6.2122564,6.933332,-11.174251,8.435253,-7.3530827,6.1866217,-3.2493455,6.062474,-4.236948,6.080446,-8.809288,5.1981587,-1.9981189,4.6623936,-6.98404,4.424782,-4.969886,3.90015,-3.0871634,4.245122,-1.7801787,4.2998586,-0.085486844,3.7347934,3.5557065,3.5292597,1.1393809,3.6412396,-1.742776,3.7720747,-5.5797663,3.211033,-6.7938437,3.3785515,00000057.wav,Abnormal
-238.77414,22.15654,67.75491,13.63675,-7.3262544,7.3800354,12.2064085,7.009067,-5.053901,9.11314,0.9728969,6.9149895,-1.5408863,5.7817593,-3.1410468,5.148317,-6.794224,4.8820205,-0.9151795,4.742567,-2.6308765,4.4209437,0.36946848,4.0423756,-0.0020759874,3.7705812,2.3918843,3.8145192,2.2765357,3.966156,4.4235473,3.7799397,-0.05180522,3.2874346,-1.3559601,3.3642836,-3.5287673,3.6276112,-2.9404197,3.287015,00000058.wav,Abnormal
-240.73183,24.801075,68.61522,13.670318,-7.477182,6.314175,12.510112,7.154753,-3.5240986,10.072916,1.4939936,7.9161425,-2.043692,5.6563177,-4.367109,4.619292,-8.038908,4.604204,-2.5843298,4.150783,-3.923743,4.3791413,-0.03514538,3.6219275,-0.21834862,4.059514,1.8104513,4.173947,1.5231711,3.8306112,4.421133,3.6148386,-0.019115094,3.272776,-1.803185,3.465268,-4.3099236,3.8168929,-5.177384,3.5526876,00000059.wav,Abnormal
-239.85681,21.816954,67.768105,13.168911,-6.9946485,5.9112887,12.720164,6.6923404,-3.9118278,8.446815,1.5429741,7.1412063,-0.323514,5.689261,-1.2088563,4.8431554,-5.5536513,4.764525,-1.9773717,4.758031,-3.9032528,4.651134,-0.37949958,4.4466367,0.93009746,4.152394,2.7080631,4.143912,2.209828,3.6595223,4.011643,3.814655,0.855455,3.4330091,-0.5822367,3.7751966,-2.605505,3.5739205,-2.553062,3.3092194,00000060.wav,Abnormal
-240.63014,20.929493,63.4937,13.296413,-10.665821,6.644836,3.523074,6.476673,-11.068545,7.6172576,-4.985393,6.359086,-3.191289,5.17982,-5.8017297,4.6984253,-9.716586,4.7866483,-3.9924333,4.7078314,-2.5206754,5.19527,2.1748083,4.78475,-0.25220728,4.5262485,-0.4461328,4.313685,-3.6304498,3.8008056,-0.30911928,4.3028135,-1.2382321,3.5933015,1.0237308,3.345777,-2.6626394,3.5158894,-5.500813,3.0169804,00000061.wav,Abnormal
-239.2525,26.499653,69.26384,16.511368,-4.120375,7.1227527,14.447219,9.189194,-3.9496248,9.786178,0.045642596,7.842262,0.21203311,6.04649,-0.7118772,6.4966054,-6.418344,5.1283903,-2.1976058,4.6436343,-5.250281,4.7825136,-0.65107226,4.345707,-0.3675156,4.093733,2.3325496,4.122677,2.2359588,3.9329474,3.4095228,4.2701087,-0.9463237,3.7271652,-1.314811,3.7420714,-3.958685,3.6478562,-4.1348753,3.5771263,00000062.wav,Abnormal
-249.18129,22.408644,65.51704,13.383056,-3.9331288,7.797655,14.781697,7.3037043,-0.17091803,9.149713,3.0104728,7.380912,-0.054187275,5.324605,-1.588505,5.8829618,-5.864934,5.637712,-0.9585579,5.225185,-3.290182,4.9127126,1.1771436,4.8026342,2.0097466,4.8302402,4.0172997,4.4853177,2.5893998,3.8772655,3.4549499,4.3347926,0.20519878,3.5797167,-0.0031333654,3.7234747,-2.521233,3.7622929,-3.521621,3.8148112,00000063.wav,Abnormal
-237.48128,22.297176,70.50079,12.656021,-5.0805554,6.1469336,12.61125,7.1860104,-5.9134874,7.6608925,-0.13645409,5.76062,-2.4097981,5.004221,-3.474285,4.476082,-7.5071683,4.724923,-3.1799006,4.478011,-4.849992,4.561161,0.08890651,4.0268583,1.1433737,4.447703,3.675966,4.4053392,3.0317173,3.7535248,3.7371113,3.9210863,0.076709285,3.3903039,-1.3311306,3.6341765,-4.33082,3.2648149,-3.3615925,3.5331578,00000064.wav,Abnormal
-237.56747,22.577116,63.11461,15.981599,-5.498424,5.966152,6.3613153,6.7003365,-7.559844,7.617259,-4.483457,6.443093,-2.2039554,4.869332,-2.8753142,5.953447,-6.004976,5.085304,-4.2065506,4.6324973,-7.499044,4.7399797,-3.5574179,4.0423365,-1.914011,3.8493342,1.9958664,4.564353,1.716481,4.224602,4.5007663,3.9342432,0.64785093,3.3945377,-2.7011738,3.53573,-6.7969127,3.4737744,-6.206744,3.5062346,00000065.wav,Abnormal
-234.86145,20.95591,70.26737,12.821621,-5.9230785,6.484895,12.187926,7.3904824,-6.528544,8.832635,-0.6060142,6.40607,-1.1595055,4.9905915,-2.2977247,5.297197,-6.1488237,4.98822,-2.3412538,4.809001,-3.7061498,4.160207,0.3628674,4.288783,0.24787508,3.9459894,2.4448998,3.944025,1.7529585,3.869321,3.1656952,3.5581172,-0.6296187,3.5924733,-0.62625533,3.4312325,-2.3836684,3.5172465,-1.9046241,3.3155994,00000066.wav,Abnormal
-241.23657,19.538837,68.228325,13.207835,-5.4602127,7.1371408,10.869229,6.921563,-5.8951483,8.432732,0.51332706,6.919527,-0.9764406,6.070885,-3.0440626,4.7091594,-6.822224,5.3777423,-3.1716535,4.8555903,-5.7315187,4.494975,-0.5030981,4.0336957,0.9328569,4.7796392,2.5129013,4.3094015,1.895068,4.200079,3.2212336,4.224279,-0.24594358,3.7418249,-0.2767723,3.4469857,-2.4995534,3.3919282,-2.3361962,3.6879694,00000067.wav,Abnormal
-240.212,23.24206,70.23321,13.259842,-3.901875,6.83388,12.704982,7.988062,-4.916575,9.378779,0.14831232,7.9757943,-0.39948413,5.7014604,-2.5378444,5.3159294,-7.3504176,5.2286143,-4.154048,4.4680247,-6.3333535,4.4166036,-0.54473186,4.1364875,-0.68179804,4.425868,1.9053867,4.659608,1.2287132,4.2973695,2.6388855,3.978801,-1.1437532,3.5669773,-1.3219535,3.6671624,-4.1860466,3.3829803,-4.3148327,3.447561,00000068.wav,Abnormal
-242.6892,21.058187,59.27182,13.462505,-7.899396,6.91484,5.035437,6.912081,-6.7917247,8.614399,-3.8921647,6.198463,1.3256539,5.824205,0.5480227,6.5304365,-3.736728,5.5529556,-4.54522,4.5752454,-7.943222,4.1428175,-2.3014824,3.8202033,0.8064521,4.52787,3.5532522,4.8628182,1.7350653,4.089285,2.7142189,4.3071003,-1.9852829,4.0907893,-4.7882996,4.6197796,-5.6579685,3.7518575,-2.0769594,3.4124565,00000069.wav,Abnormal
-260.7895,19.745264,48.444958,7.3181643,-11.178539,7.2423744,11.568676,6.2388153,-1.6622876,5.893531,3.1821527,5.2275844,0.69317067,5.246086,0.5613876,5.028423,-2.2899032,4.8044777,0.8255512,4.5659285,-1.5727854,4.664762,1.6091604,4.158075,2.0750203,4.22819,1.6854788,4.3256845,0.17948896,4.065762,0.8062608,4.0781403,-0.86988175,3.6730008,-0.32977417,3.2558486,-3.5069704,3.7598128,-1.896177,3.6662467,00000070.wav,Abnormal
-265.9674,12.6280775,57.26957,8.352736,-4.4631896,8.134112,14.060728,6.852982,1.061171,6.067904,7.4624133,4.9013224,2.740202,5.907394,1.4870474,4.9607954,-2.6094408,4.3489175,1.6731516,4.832696,0.27106884,4.64005,1.845061,4.527012,4.259377,4.435052,2.5466383,4.5516725,0.25266433,4.0421233,0.031932037,4.3460846,-3.4613128,4.0482907,-1.2655123,3.6487448,-4.546595,3.3261402,-1.5258824,3.9212654,00000071.wav,Abnormal
-267.87695,10.118998,48.06252,6.5469704,-9.44718,7.7123694,6.328888,6.1998854,2.646991,6.4496145,6.234541,5.5456195,4.125735,5.6472297,-1.4804043,5.3527093,-8.361172,4.684603,-3.1138234,4.8167896,1.4415028,4.428513,5.364685,4.9956837,4.6473613,4.0100393,0.6828493,4.223443,-4.041933,4.2053757,-1.4761542,3.7647595,-3.2552545,4.049007,-3.2569597,3.8604755,-7.82621,4.0600057,-8.280019,3.6486888,00000072.wav,Abnormal
-264.46286,12.769585,56.557762,7.9957676,-3.1778905,7.3386946,15.920339,6.79853,3.4756413,6.3250856,7.5759683,5.53705,3.3830357,5.4445004,2.5809073,5.173939,-3.3869667,4.649687,0.2538623,5.0312166,-1.8635738,4.6739836,-0.11565698,4.680494,1.587919,4.8254724,2.5074003,4.421295,0.37462422,4.4988837,1.748869,4.245458,-1.1755246,4.0354624,-2.2826364,4.272974,-3.8667016,3.6923425,-2.3697777,3.8160563,00000073.wav,Abnormal
-266.4583,14.532316,54.587124,9.181377,-0.7831323,8.249265,18.126987,8.438056,6.602371,7.2640405,8.015217,6.239572,5.381486,6.504417,2.722833,6.095789,-2.9702168,5.0776277,-0.020276275,4.7326694,-2.6104658,4.7672243,1.4965987,5.0768485,1.3287127,4.459704,2.0579271,4.9429183,-0.46085003,4.4378705,-0.0765833,3.7724018,-4.2931266,4.4758654,-3.321733,3.9137852,-5.065029,3.9534705,-3.218706,4.3622127,00000074.wav,Abnormal
-261.50348,13.018224,55.513428,8.359663,-4.088915,8.981071,14.14275,7.046547,6.455526,6.682075,6.4722013,5.8670254,1.5410919,5.906694,1.5590855,5.9641767,-2.7543833,5.160834,0.49263582,4.9192796,-1.4471962,4.646053,1.7488891,4.6604314,3.2458324,4.584062,4.1731286,4.5051923,1.5242622,4.6136928,0.69481677,4.3711057,-2.0037184,3.7672205,-2.2167418,3.769141,-2.679823,3.9688575,-1.9662905,3.6413896,00000075.wav,Abnormal
-261.019,10.820599,60.351025,7.9661098,-3.9203045,6.6405764,12.763514,6.658803,2.6329093,6.186544,5.762863,5.7365713,2.2971544,6.03536,0.47366956,4.8544497,-4.3061104,4.7454815,-1.0717148,4.415708,-2.6079571,4.520413,-0.1868613,4.2985787,1.8206459,4.2155046,2.2904868,4.294401,0.63859594,4.110064,1.250234,4.0310583,-2.074325,3.9485154,-2.0102618,3.7202163,-3.5158248,3.6288188,-1.4943187,3.6439636,00000076.wav,Abnormal
-264.80765,16.064384,55.6415,10.674677,-2.0237293,9.08698,15.635418,6.3286343,4.9404187,7.2510777,9.210279,6.583989,6.0097375,6.2767105,3.63102,5.6125226,-2.682974,5.0128794,-0.31180084,5.278761,-0.3125429,5.0933933,2.3129976,4.5580316,4.007552,4.549971,4.6430373,4.719914,2.5521014,4.0752683,2.0565794,4.274962,-1.2150785,3.7504807,-1.9719849,3.9280581,-3.4409387,3.9461374,-2.63924,3.4603608,00000077.wav,Abnormal
-223.49074,11.86508,86.24004,7.698118,-16.703764,4.972734,-6.572786,3.8724673,-20.364105,4.10407,-9.436896,4.3992343,-0.65743256,5.0354915,-2.6917708,4.2854137,-9.115816,3.8839064,-1.1439328,3.6709058,-1.7132068,3.9434056,0.44634855,3.9039917,-6.9727507,3.7602038,-4.7218246,3.812507,-5.456115,3.5512707,1.5106587,3.3428493,2.2738729,3.0331233,0.78934306,3.361492,-2.8148863,3.7740157,-0.30536196,3.8196435,00000078.wav,Abnormal
-227.89401,9.439827,90.35935,7.293203,-14.868967,4.9928303,0.74497706,3.7155614,-18.437263,3.9271445,-4.7447963,5.058584,1.2475748,4.628495,0.49786484,3.791734,-5.820927,3.7963088,2.2207038,4.160755,-0.8906839,3.572367,2.744895,3.6100397,-4.058709,4.018063,-0.28908837,3.748403,-1.4568002,3.5466778,4.1744514,3.2283592,3.0952475,3.1112082,1.4151801,3.1129584,0.6152827,3.0307524,3.0548692,3.5243182,00000079.wav,Abnormal
-226.97594,9.583853,83.37983,7.6870275,-17.490784,5.159987,-4.3399315,3.997284,-19.274036,3.3746173,-7.5756354,4.2745013,0.7116414,4.3039913,-2.1954534,3.8931336,-8.938893,4.2774215,-1.0699916,3.7540452,-1.4649819,3.5305188,1.3995005,3.8876677,-4.576317,4.0768113,-2.281188,3.613633,-3.5169737,3.6962497,2.9620185,3.640116,2.35371,3.3446538,0.36821875,3.0816967,-3.3040338,3.2180724,-0.82357955,3.5533533,00000080.wav,Abnormal
-225.86519,9.95837,85.096596,8.598119,-18.05303,6.437475,-5.9884768,4.4077516,-23.128569,3.9680614,-9.761684,4.6219044,-1.6634028,4.6636453,-3.2991831,4.2342095,-9.405772,4.26374,-0.94180125,3.9123857,-1.9689263,3.7584307,0.3510415,3.8597143,-6.449232,3.859177,-3.561869,3.4950354,-4.986254,3.7482872,0.80305415,3.7680807,1.3410823,2.9740434,0.8956132,3.1620085,-1.8572351,3.0393028,-0.5332051,3.3785052,00000081.wav,Abnormal
-223.48206,13.469793,79.75242,9.125352,-12.184419,4.892368,-4.8473125,4.3403845,-19.351154,4.685556,-10.058617,5.3294535,-0.008713695,5.0757394,-3.023575,4.387835,-7.199361,4.257173,0.40984592,3.5810575,-2.5191796,3.7452536,-1.2568605,3.4673626,-6.0749483,3.5260324,-3.4493415,3.4073246,-2.9646757,3.7166257,3.231649,3.6081755,2.1438293,3.0110848,1.1820554,3.4099734,-0.97031194,3.648794,0.62767446,3.0872188,00000082.wav,Abnormal
-223.74066,9.729601,91.778305,7.557716,-15.509474,4.831798,2.2307713,3.8023527,-18.073496,4.0278373,-3.9147723,5.316507,0.27533728,4.570508,-0.18584482,3.7985535,-6.608968,3.4663155,1.3589996,3.393357,-1.9014378,3.1193018,0.9011868,3.5834606,-4.7276134,3.573588,-0.3756241,3.1101086,-1.6424857,3.4742641,3.6448767,3.5030706,3.6576462,2.8866303,1.270098,2.9923341,-0.9116927,3.1064472,2.5232174,2.9034774,00000083.wav,Abnormal
-221.66783,10.894541,84.17442,7.594415,-14.752586,4.0137672,1.5470911,4.056002,-19.36737,4.053857,-4.9384694,4.252684,-0.4738357,4.3602324,-0.3297823,3.6820014,-5.863092,3.9951553,0.5602603,4.116051,-0.40455827,3.738712,1.2861885,3.3120904,-3.685255,3.6144488,-0.7278183,3.4137263,-1.5955796,3.6489146,3.5096204,3.475694,3.5857627,3.1590126,0.88799864,3.0188549,-0.42646044,3.2884293,2.1169877,3.5217478,00000084.wav,Abnormal
-219.25894,10.208064,83.06079,8.948162,-9.658183,5.7302,0.7492009,3.9572523,-16.595722,4.7050977,-5.3604317,5.3714414,1.5204252,4.822243,1.256414,4.171441,-4.117698,4.182619,2.640527,3.7046018,0.25641826,3.8240664,2.553878,3.3116956,-3.259998,3.7305722,-0.4215633,3.8354585,-0.46522707,3.425641,4.3988185,3.3953838,4.6185207,3.061358,0.8988365,3.1569371,-0.30812708,2.8349657,2.207054,3.7594652,00000085.wav,Abnormal
-225.67862,10.17185,85.90518,8.070846,-17.78689,5.8196297,-5.4119864,4.084293,-22.532839,3.7196362,-10.453416,4.925121,-0.7397397,4.580916,-2.3787374,3.9453664,-9.3514595,3.718588,-3.326565,3.4929492,-4.0144377,3.937497,0.6682925,3.7750645,-4.4547663,4.3462577,-1.6535528,3.965032,-4.0313153,3.9106784,0.9523832,3.1706657,-0.04241166,2.9187186,-0.83344597,3.2153819,-1.4743205,3.4040508,0.9823869,3.745874,00000086.wav,Abnormal
-223.27731,9.81088,85.69184,7.2485237,-16.480421,5.230899,-4.770766,3.6715934,-21.233292,3.5095391,-10.362975,4.182394,-0.6777936,4.2679567,-2.707839,4.1751547,-8.781016,4.15975,-2.9607282,3.7688723,-3.5555298,3.8258536,0.63329387,3.353415,-5.448282,3.719607,-3.1238427,3.3183267,-4.9508424,3.4743006,0.9555363,3.1227345,0.42150733,2.9736192,-0.8415794,3.1321058,-0.9533591,3.1690483,1.8214421,3.2865279,00000087.wav,Abnormal
-221.7854,10.249427,93.86992,7.7345996,-14.265608,5.3095913,2.5400064,4.2063527,-20.042467,4.4147735,-5.975944,4.764933,-0.40861753,4.4967833,-0.04988571,3.97654,-6.211793,3.7862883,1.951791,3.5883512,-1.9255004,3.4745688,0.5529642,3.2115521,-4.680091,3.059484,-0.86623704,3.177169,-2.5003815,3.541709,3.1455476,3.3634105,2.8656137,2.992244,0.7566194,2.865129,-0.54014266,3.3819816,2.3025644,3.3820598,00000088.wav,Abnormal
-225.467,11.619352,93.76857,7.9401116,-12.980328,5.017114,3.816924,3.9329824,-18.252256,4.021155,-4.3162575,5.3629484,2.2236397,4.912864,1.2449918,4.6114335,-5.207731,4.2141337,3.0532632,3.766294,0.15822129,3.774846,2.3565571,3.3314369,-4.4860606,3.3441887,-0.6918115,3.283873,-1.7776842,3.484634,4.078548,3.4153306,4.285787,3.10543,1.2616367,3.3600082,0.14540239,3.2812371,3.4895616,3.5834708,00000089.wav,Abnormal
-223.39024,13.939792,92.44804,9.311938,-12.894063,5.411494,3.5684693,4.01193,-18.576456,4.8733974,-4.2734003,5.8031654,0.941349,5.6441603,0.75063014,4.356507,-5.9765787,3.752676,2.4001865,3.599999,-0.66846305,3.2571924,1.4335204,3.5125756,-4.1353374,3.858701,-0.28854707,3.7602618,-1.6771195,3.7694583,4.5039573,3.0884595,4.5733943,2.7265651,0.30912113,2.7433674,-1.572969,3.6541462,1.986682,3.501827,00000090.wav,Abnormal
-226.06929,15.19068,91.137146,8.722098,-15.010739,4.5652695,4.8599067,4.7276964,-18.799515,4.8751297,-4.6119576,6.053668,0.41663006,5.115325,0.21029729,4.576368,-6.6395125,3.80983,1.0511929,3.298124,-0.77763236,3.1982207,1.5440131,3.527094,-3.9461775,3.580017,0.0143105015,3.2814548,-0.726818,3.4616702,4.513263,3.5295987,4.4055314,2.963193,0.9588973,3.5313764,-1.1654356,3.6991713,1.7477579,3.3812542,00000091.wav,Abnormal
-250.12163,9.087997,30.08711,6.816996,-12.723544,7.5729513,44.996418,6.8752947,-0.4668846,11.077569,-6.266918,8.6279745,8.585464,10.702022,15.6622,15.729999,-8.573691,11.149311,0.89082193,12.687777,8.044323,12.196004,-1.0902762,8.823551,-1.2736228,5.6257367,9.307272,3.6579223,1.6898552,3.3222284,2.7265587,5.007233,-0.15648107,7.03122,-0.27898243,5.66602,-9.301458,4.824392,-3.9686408,4.180037,00000138.wav,Abnormal
-250.44823,5.3587,32.80553,3.4884698,-10.276137,4.9190607,48.731857,5.076748,-13.806962,5.123469,-1.9069612,6.260161,7.0001397,7.593241,6.1619477,5.79777,7.0154333,7.712659,-12.063946,8.948241,4.2784123,4.051123,2.7741663,6.26692,-8.109322,4.6931567,11.667025,3.3175912,0.9499904,3.405612,-1.8697443,3.8727698,3.792078,4.547001,-0.82644176,4.9702935,-8.892512,5.6757183,1.589945,4.97051,00000139.wav,Abnormal
-268.48798,12.911687,48.589355,10.20077,-13.237932,3.8971553,45.86378,6.4472156,-9.411523,5.0241466,-10.87814,4.6372457,14.920959,5.507626,13.555173,7.7585235,-16.316944,5.763936,8.616041,5.980241,2.1774533,5.2447944,-11.92412,4.7342157,5.352202,5.77403,6.5505185,3.7636433,-0.58442175,4.054832,1.2105429,4.185727,3.3733397,4.595596,-2.0921822,5.8020153,-7.413479,5.4144363,2.531743,4.2840123,00000140.wav,Abnormal
-329.87924,24.069078,85.96694,20.266972,5.4074793,8.07418,30.124594,14.717317,-6.0610204,6.7202783,-2.9443617,8.659129,16.66148,8.063828,10.275191,5.3872085,-11.643337,11.033707,15.414951,11.195146,-5.86998,4.567822,-9.755293,6.574418,12.582461,7.5239277,5.119711,4.129069,-2.812707,4.1795382,2.4576838,3.993924,3.8860893,4.9455433,-6.7889533,5.3749194,0.9085128,4.091011,-1.8929704,3.3652098,00000141.wav,Abnormal
