,file_name,label,rms,centroid_mean,centroid_std,centroid_min,centroid_max,centroid_delta,centroid_q25,centroid_q75,centroid_iqr,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,Group,recording_id,Research_Group
250,00000250.wav,Normal,0.005777105,2647.667412744189,126.31111006193328,2344.861669167009,3184.574277312749,839.7126081457391,2567.556546416981,2722.425309030214,154.86876261323323,-286.85614,22.306786,48.90148,5.7816434,-8.687832,6.2803054,17.614132,4.964354,-3.065226,4.263533,2.5151873,5.1617584,-0.5831009,3.9445305,1.8038291,4.189271,-1.9469821,3.6838567,-2.1063044,3.933266,-6.6182623,3.717004,-1.4347345,4.1063533,-0.3701307,3.9640355,2.0347285,3.3039184,-0.8409373,3.0221212,0.7762307,3.503568,0.44654423,3.2772076,0.71211606,3.5652783,-2.387524,3.5616114,-3.4119215,3.2437198,Unknown,Normal_00000250.wav,Normal
251,00000251.wav,Normal,0.005910352,2598.294235157485,119.67059789125916,2346.937355790068,3153.767089882507,806.8297340924391,2510.783481705289,2669.1462525436227,158.36277083833374,-283.2926,8.332099,45.582386,5.61718,-21.935192,5.447903,24.257935,4.963389,0.23255174,3.738831,2.7168326,4.2517915,-0.28079042,3.819566,1.9693291,3.446183,-4.418019,3.7990298,0.87748116,3.548745,-0.8627954,3.5390365,1.1844958,3.2224946,0.5418437,3.2497368,-1.0232031,3.6407177,-1.6955168,3.2534752,0.4524264,3.3281355,-2.1901047,3.125465,-1.5817705,3.2235172,-2.6988444,2.941304,-0.87015754,2.96811,Unknown,Normal_00000251.wav,Normal
252,00000252.wav,Normal,0.005952137,2229.4867007525,161.0189323340308,1915.097353918533,2840.2302733198894,925.1329194013564,2118.468624913671,2329.510758156616,211.0421332429441,-310.33252,10.313896,68.09694,6.9285383,1.822335,6.5307183,18.56026,6.2447205,8.182897,5.2472677,18.127346,4.1863446,6.353107,4.7298455,0.7084323,4.2330236,-2.743312,4.25903,1.8853873,4.2643805,-0.7697267,4.3026724,1.7094917,3.830695,0.35029003,4.304086,0.5950619,4.197123,0.8604672,3.666725,4.91392,3.6071825,0.23697767,3.700578,-2.5431657,3.3900158,-4.626819,3.533174,-3.2016253,3.4326549,Unknown,Normal_00000252.wav,Normal
253,00000253.wav,Normal,0.005979449,2221.623800856174,204.7915756678549,1535.135374031736,3002.991464103211,1467.8560900714751,2099.992982012196,2328.782436029215,228.78945401701912,-321.0449,10.732174,68.93388,8.690134,7.9626145,8.661488,20.15615,6.6674128,6.7798414,7.3358245,14.733249,6.3013196,6.4284377,6.023057,3.6523242,5.056413,0.04618669,5.197761,4.102796,5.0028915,0.55891603,5.104274,2.0451586,4.401147,0.61891246,4.8020267,0.64978796,3.981229,1.910078,4.394018,3.5308812,3.9389956,0.17614308,4.245582,0.08996509,4.1598644,-2.6388812,3.8124282,-2.2782333,3.557592,Unknown,Normal_00000253.wav,Normal
254,00000254.wav,Normal,0.0058928495,2234.276511241969,211.46109323379312,1853.360544967508,3890.088828350628,2036.72828338312,2117.0784748929063,2313.2566057912386,196.17813089833223,-302.98972,8.995341,70.42103,7.5388427,0.77646285,6.8609166,18.619352,5.7013283,0.5322529,5.1343265,9.746184,4.417176,1.08921,4.538613,3.0498593,4.322032,-2.097582,3.953727,1.5344477,4.0670443,-2.1554976,4.0650973,-0.5010621,3.7050385,0.0106325,3.6441,0.9542868,3.4899313,0.7921779,3.573886,2.147749,3.219261,-0.7629586,3.555381,-0.5456616,3.4335165,-3.3516796,3.3352346,-2.1521118,3.4291916,Unknown,Normal_00000254.wav,Normal
255,00000255.wav,Normal,0.0058754436,2611.1634435135115,147.39821558137174,2281.751320009079,3481.9818663451088,1200.23054633603,2506.52280654861,2672.576212138168,166.05340558955777,-307.23267,9.374871,54.829605,5.9762692,0.84962714,6.100205,5.0637136,5.247759,1.4873463,4.907486,7.8617315,4.7099295,9.503347,4.4361596,6.9283185,4.6748405,-3.1470811,4.993415,-4.7805715,4.254264,-6.6334863,4.1429305,1.2432024,4.0124693,6.005226,4.28016,4.227553,3.8403933,-0.07090083,3.5295317,-2.1914458,3.9123526,-6.5962625,4.2803035,-3.7430193,3.6173854,-1.476305,3.3737876,-2.1987963,3.8128433,Unknown,Normal_00000255.wav,Normal
256,00000256.wav,Normal,0.005848753,2445.685106890002,142.8040551891657,2144.1685971901165,3120.398017906496,976.2294207163792,2355.555071032555,2509.02881291556,153.47374188300455,-299.72684,8.031602,58.615246,5.874032,-1.6731263,5.155535,15.772704,4.942431,8.969549,4.2266755,17.116327,4.16161,5.188391,4.578481,0.5692769,4.1648636,-4.9899817,3.717013,2.6605914,3.6819978,-0.14223483,3.514196,1.971788,3.135064,-1.0455936,3.5445101,-1.2780851,3.4723256,-0.37478083,3.292705,4.518319,3.447372,0.101329826,3.3507297,-3.18269,3.2131999,-6.5877247,3.3254373,-4.05448,3.1863906,Unknown,Normal_00000256.wav,Normal
257,00000257.wav,Normal,0.005880429,2242.7374338632458,166.27348119657964,1898.976693248919,2854.11837426112,955.1416810122008,2125.707984404954,2338.358231045774,212.6502466408201,-303.75058,8.457749,69.32608,6.873342,0.90534985,6.773236,18.877285,5.7465606,3.7914836,4.6149387,10.671148,4.3359556,1.712355,4.569978,2.9471545,4.358453,-1.6419978,4.0959387,0.5016473,4.501248,-2.1576889,3.753039,-0.30142832,4.1221724,-1.1641791,3.5674822,0.47890437,3.757857,2.0224674,3.6856234,3.371316,3.6001496,-0.8149485,3.5755904,-0.67751366,3.7492287,-3.709893,3.1539948,-1.9476874,3.5787818,Unknown,Normal_00000257.wav,Normal
258,00000258.wav,Normal,0.0058728103,2474.9616956518366,141.37813283011178,2199.9614041536406,3095.805193891863,895.8437897382223,2383.2394459084016,2545.9094469531465,162.67000104474482,-308.12222,9.326021,61.645584,6.0376434,-1.0739064,6.224521,3.7464712,4.9792457,1.8818908,4.76038,6.772154,4.7497697,4.849828,4.7440414,0.74227417,4.689328,-5.459851,4.894134,-1.2051576,4.257982,3.7794967,4.0394564,6.55799,3.7969291,-0.7451805,3.3908937,-5.1826086,3.905524,-5.8499136,3.627397,-1.8097942,3.7017527,-3.739062,4.171099,0.42771327,3.354369,0.4803476,3.5214934,-2.7498078,3.5591009,Unknown,Normal_00000258.wav,Normal
259,00000259.wav,Normal,0.0058569103,2494.7239762228955,132.08710247909082,2175.4004403477934,3038.986719500741,863.5862791529476,2403.753360975288,2574.6571241154043,170.903763140117,-308.5043,8.73395,61.26322,6.0509076,1.162149,7.0934486,3.9872727,5.9908147,1.2425686,5.2031274,6.74439,5.7517405,7.845831,5.0964766,3.491666,4.086207,-4.7383294,4.327971,-5.7907834,4.2573004,-2.0669897,4.364465,6.3970175,3.9491858,5.19145,4.1831913,1.2255325,3.844003,-5.7083855,4.041695,-4.250023,4.548061,-6.756879,4.139458,0.16255353,3.3439643,1.1957364,3.4557922,-1.3711853,3.0798829,Unknown,Normal_00000259.wav,Normal
260,00000260.wav,Normal,0.0058646738,3538.4052343812737,127.68652704380726,3209.865380187068,3942.281889909381,732.4165097223126,3449.457862354592,3623.5227295701407,174.06486721554847,-280.88138,5.319921,19.43616,3.903551,4.5325136,5.1152883,5.1530924,4.472663,-0.7774858,4.329344,-4.17807,4.148586,2.3748538,3.8766017,-3.5235817,3.9016666,-4.098865,3.4427047,-0.5204528,3.9803846,-0.8841962,3.6341062,-3.4397893,3.333798,3.2953966,3.3857527,-0.57289124,3.0852997,-2.5421467,3.470903,-0.90127337,3.386554,-2.1533256,3.308387,-4.2115817,3.1495185,-3.531558,3.2640615,-5.340008,3.0741305,Unknown,Normal_00000260.wav,Normal
261,00000261.wav,Normal,0.0059097786,2213.9914131985333,164.34652656904166,1785.343725466296,2964.5314603312017,1179.1877348649057,2106.092193386189,2288.687422961843,182.59522957565372,-304.60068,10.391524,71.17311,7.0234356,0.072338216,7.0183973,19.234821,5.956311,2.2356958,5.5073895,9.507123,5.2634397,1.0433294,4.6663084,1.182696,4.244345,-2.358045,4.401751,0.8424054,4.0054955,-2.5598307,4.087167,-0.25213158,3.831719,1.7196481,3.7152257,1.2825288,4.1502895,0.36955374,3.9930737,1.8508025,3.8551574,-1.9455134,3.2194223,-1.9417374,3.5506282,-3.322108,3.4696949,-2.1845446,3.6409,Unknown,Normal_00000261.wav,Normal
262,00000262.wav,Normal,0.005868518,2548.779291408062,122.97744107959572,2295.9255370220044,3008.9204923005327,712.9949552785283,2469.3465628370886,2621.418067693696,152.0715048566076,-310.9146,9.304955,57.93847,5.7535186,7.1278768,6.58595,8.953945,5.4153557,1.2511928,5.8506584,5.2831783,4.8079724,3.2532897,5.0223026,3.0303254,4.7541094,2.2358456,4.5395613,3.7408588,4.262302,-2.1946676,3.9849408,-4.8190737,3.932673,-5.8964643,4.172367,-3.9124253,3.6837718,-3.2598858,3.7136593,2.858615,3.7491844,2.6479058,3.7423365,2.9112108,3.4780512,-2.4026916,3.5008204,-5.032538,3.4178257,Unknown,Normal_00000262.wav,Normal
263,00000263.wav,Normal,0.005955368,2230.1063925920257,215.9167310586688,1868.1854497494824,3470.136113730746,1601.9506639812632,2072.817096637863,2324.0536875951534,251.23659095729045,-305.2642,10.231412,70.1189,8.822941,0.8011187,7.038075,18.962145,6.2992873,3.2206678,4.95499,10.612635,5.1539116,0.97865087,4.4513187,1.927,4.686728,-1.7973586,4.231365,1.0636256,4.213454,-2.2366114,4.3903613,-0.09254286,4.228407,1.7480457,4.1354647,2.36107,3.6333132,0.891138,3.853803,1.5244987,3.411266,-2.2336185,3.9024918,-2.0220788,3.2671435,-4.8308887,3.1012828,-2.2918835,3.5671692,Unknown,Normal_00000263.wav,Normal
264,00000264.wav,Normal,0.0059371255,2565.3661520787405,157.10648158012725,2215.381552699266,3171.5524592371767,956.17090653791,2466.8338158789425,2650.921119371077,184.08730349213465,-317.1079,11.747962,54.93956,7.1853094,5.822885,7.9225354,11.8179035,5.539889,0.72063637,6.1254807,6.3053107,5.41504,4.92161,5.5195646,2.8215277,5.50366,1.9097308,5.2321434,3.2464957,5.3095045,-0.66816425,4.4709997,0.5362898,4.676898,-4.6622515,3.9908597,-5.75601,4.07889,-5.9224105,4.4567275,-4.0915875,3.655997,-7.117056,3.627626,-3.5228136,3.3749988,-3.38441,3.8803675,1.5084455,3.5324194,Unknown,Normal_00000264.wav,Normal
265,00000265.wav,Normal,0.0059431656,2227.623335048844,162.64065512342393,1915.6044639059005,2901.683276109836,986.0788122039352,2110.42652584856,2308.670495814724,198.2439699661645,-303.71524,10.211913,70.652824,7.3084965,0.71779597,5.960632,18.207106,5.0167227,0.8162058,4.768088,10.520138,5.4394016,1.3310127,5.058845,1.5799129,4.5687485,-1.6203579,4.2667947,1.7659885,4.100107,-1.6143165,3.7874734,0.4822643,3.8569086,1.5322802,3.6978118,1.813741,4.0321493,1.5686318,3.3606265,2.145375,3.4828565,-3.0381389,3.2675755,-2.5827627,3.096693,-4.4013176,3.382912,-2.012149,3.5597274,Unknown,Normal_00000265.wav,Normal
266,00000266.wav,Normal,0.005908365,2262.8889070100727,163.5388921956234,1947.0250192101448,3029.5135215775704,1082.4885023674258,2150.4966390552554,2337.170675511473,186.67403645621744,-301.49548,8.955733,68.711205,6.908671,-0.44605136,4.945814,18.83022,5.092009,1.0877687,4.6667414,9.48245,4.740352,2.5440845,4.677659,2.8205051,4.38111,-2.5046494,3.886737,1.1387941,4.536773,-4.194721,4.046331,-0.5666806,4.266418,-0.3639297,4.0748153,-0.31690657,4.061273,1.08837,3.4092224,3.0746562,4.078058,-0.78542405,3.676253,-1.0621704,3.5076122,-2.9888375,3.5077994,-2.210556,3.6019585,Unknown,Normal_00000266.wav,Normal
267,00000267.wav,Normal,0.005950882,2220.1524804665823,160.60449892839867,1829.702315539535,2906.1634833829257,1076.4611678433907,2106.4845202839847,2295.815871959988,189.33135167600312,-309.45978,8.775777,69.09318,7.1536956,-0.38571274,5.80531,18.098564,6.263195,7.4738607,5.9216585,16.303776,5.1934133,4.733046,4.903593,-0.95403314,5.1333923,-4.392589,4.3342905,0.91226166,4.1475487,-0.44597247,4.1055984,1.7979356,4.2477393,-0.42628855,4.1475673,-0.5167059,4.240745,1.0876837,4.1913643,5.384945,3.7114334,0.82579565,3.6574895,-2.2679234,3.3172681,-3.9993222,3.3946958,-2.5267005,3.1598322,Unknown,Normal_00000267.wav,Normal
268,00000268.wav,Normal,0.0059425947,2732.0946607487954,173.00547673377517,2397.0023983387564,3650.166675664892,1253.1642773261356,2622.3040102839263,2803.954193711803,181.65018342787653,-300.76294,8.440492,50.098095,6.2605877,0.010717423,6.135931,3.1589437,4.6217685,-3.2119448,5.5986876,5.5448375,4.8743014,7.4994664,4.630952,8.713659,4.68839,-5.1230984,4.31268,-5.733695,4.4464574,-4.35086,3.8525846,1.5690004,3.687293,5.279159,3.973022,5.8439837,3.37279,1.0353488,3.856096,-1.9510105,3.6058936,-8.220154,3.8264763,-3.4342368,3.7373297,-2.245239,3.661331,0.35877594,3.5757022,Unknown,Normal_00000268.wav,Normal
269,00000269.wav,Normal,0.0058715856,2436.718525033062,134.5060250003561,2197.843688989992,3144.274507788367,946.4308187983756,2350.4837367918617,2490.87215154465,140.38841475278832,-294.2314,7.2083006,60.59913,5.3780136,-0.77481216,5.142802,17.615494,5.3131704,2.8995407,4.7313128,8.579963,4.3174815,1.8729031,4.2650595,2.769141,4.1273293,-1.1301552,4.271063,0.5451792,3.755554,-1.8082166,3.5360026,1.0669241,3.4007125,1.024213,3.525695,1.1389283,3.3546603,0.6801373,3.530524,1.6245157,3.1105926,-0.5840554,2.9734914,-0.29422924,3.1697836,-3.716075,3.1294956,-0.7935172,3.406211,Unknown,Normal_00000269.wav,Normal
270,00000270.wav,Normal,0.0059840535,2276.0321549498303,193.9221537424277,1859.412003585632,3065.904466723957,1206.4924631383246,2138.174362919869,2375.4894541919925,237.31509127212303,-303.03452,9.285017,67.7882,8.095628,0.6297253,6.542351,19.431402,5.8138757,2.1151829,4.6692343,11.664279,5.35289,3.048078,4.880611,3.0491586,4.6700883,-2.2445092,4.2687707,0.4849639,4.411312,-3.9502554,3.9305847,0.7754846,3.9061127,0.5944183,3.723976,0.971376,3.6214752,1.6656775,3.6029239,3.6268494,3.6821342,0.49932188,3.7439692,-0.55061746,3.4714556,-2.9535177,3.40636,-1.9074526,3.426429,Unknown,Normal_00000270.wav,Normal
271,00000271.wav,Normal,0.005892175,2246.447359221652,183.63330720589104,1746.5481092666978,3205.025746171856,1458.477636905158,2109.4698562994054,2349.383258246817,239.91340194741176,-304.60587,9.163516,69.13968,7.567277,0.8181707,5.740132,20.352676,5.784829,2.7380738,4.9429,10.599138,4.8456345,2.786834,4.918034,2.7592516,4.5264907,-1.257165,4.041456,-0.16252229,4.1270027,-3.90898,4.181733,-0.20249324,3.9009686,0.34250718,4.0487313,0.4365785,4.1505313,1.1650096,3.5166042,3.019635,3.8370845,-0.6436172,3.5148346,-0.7549014,3.5258212,-3.1655354,3.2148752,-1.9029629,3.1846025,Unknown,Normal_00000271.wav,Normal
272,00000272.wav,Normal,0.0058789323,2581.391474993829,152.55370504142175,2181.413550203104,3141.351851875754,959.9383016726506,2473.495771429057,2665.1366260105933,191.64085458153613,-310.51694,10.149746,57.95806,6.1985064,1.2919205,6.8964753,1.8008184,6.0799375,-0.43321365,6.138488,3.0219274,5.0957785,5.90118,4.655791,3.6486895,5.065432,-1.1712898,4.3475833,-3.4637918,4.4164476,-2.6153026,4.2354465,6.056093,4.1978326,5.8832536,4.3324704,1.8939602,3.8228526,-4.03225,3.6991208,-5.3213944,3.683641,-11.699638,3.622575,-6.976013,3.7171612,-2.2214549,3.526243,1.4990188,3.5301175,Unknown,Normal_00000272.wav,Normal
273,00000273.wav,Normal,0.005947275,2195.2967913602306,191.7305013856289,1756.394439317205,2899.4158069004925,1143.0213675832874,2067.4962936483184,2309.4595416278307,241.9632479795123,-315.99432,11.729181,70.9424,8.580784,6.8605433,7.175535,20.579304,7.205463,5.526816,5.907311,12.893959,6.1162367,5.314187,6.278779,1.9520599,5.218696,-0.00811012,5.1380496,2.1843913,4.647772,-0.6829517,3.9236875,0.920431,4.3149495,-2.3056817,4.7597456,-1.2497332,4.181027,-0.9698764,4.004092,0.24734454,3.8401337,-1.6366794,3.5808787,-0.2923828,3.7490647,-3.0813134,3.740459,-3.15248,3.2711232,Unknown,Normal_00000273.wav,Normal
274,00000274.wav,Normal,0.0058725635,2258.070652408392,191.6173497060992,1871.2398305177053,3140.916957093225,1269.6771265755197,2141.392043710226,2337.629278229884,196.23723451965725,-303.0491,9.42162,68.81582,7.7318826,0.6228969,6.2666287,18.984512,4.5960345,3.3735602,4.6253967,10.582068,4.2108307,1.1698681,4.762727,2.3183491,4.5533,-1.0029887,3.8033066,1.4398295,4.0497837,-3.0697033,3.8393722,-0.74896127,3.358347,0.39222044,3.8780947,1.8965185,3.8386445,1.4273673,3.2387505,2.845651,3.1302617,-0.59362227,3.4293556,-0.8664051,3.5659204,-2.639925,3.185878,-2.4642332,3.2380114,Unknown,Normal_00000274.wav,Normal
275,00000275.wav,Normal,0.005911119,2421.286457779963,153.28202021725693,2065.213905589253,2911.60763905728,846.3937334680268,2307.463739172732,2517.161427811907,209.69768863917488,-300.76868,8.877726,56.81785,7.2044144,-5.780842,5.624152,25.630093,5.7905016,4.4275813,5.169486,8.199283,5.403836,5.3880005,4.7041173,2.6239233,5.0515933,-0.5729996,4.3554645,3.163584,4.593282,-1.8894211,4.4948316,0.77707404,4.040116,0.19779402,4.1334367,2.2528157,3.9868999,0.045556407,3.5342603,1.9699079,3.8521895,1.3400245,3.5239792,-0.80069625,3.5718403,-4.0198174,3.5077748,-2.4202833,3.364185,Unknown,Normal_00000275.wav,Normal
276,00000276.wav,Normal,0.005912916,2232.026695117097,199.70852222048543,1754.0628907365488,3160.106170930348,1406.043280193799,2088.057889256824,2341.8016768184843,253.7437875616606,-321.03528,11.342494,69.51423,7.6774597,11.372368,8.402444,21.157625,6.15858,5.687623,5.965173,12.379593,5.639681,3.397096,6.522936,1.715747,5.398436,-2.9200327,5.461421,0.49136546,5.433884,-4.288901,5.2852197,0.9022711,4.4183407,0.6032807,4.327553,0.37915486,4.801018,-0.94282264,4.061119,0.71541053,4.388582,-2.780009,3.8244665,-2.6941469,3.798144,-4.5367002,3.6796918,-3.3161387,3.429199,Unknown,Normal_00000276.wav,Normal
277,00000277.wav,Normal,0.005938523,2494.465798031196,171.7880867393984,2119.0312518593187,3234.3673895252605,1115.3361376659418,2370.6398454163773,2580.242526441623,209.6026810252456,-309.94843,10.103482,60.645542,7.382181,0.37943512,6.580608,3.2936544,5.7554617,0.4233731,6.010371,7.5279164,4.6360226,5.3277164,4.6011066,-0.10725184,4.6301303,-6.582861,4.7304716,-0.5789703,4.634379,3.6447332,4.314031,5.168336,4.1680455,-0.39359877,4.7276535,-4.006773,4.0052676,-5.5307283,3.8329754,-0.9179282,4.092114,-0.95057964,4.0096455,-0.6316624,3.9431345,-8.569192,3.3195143,-8.713559,3.651232,Unknown,Normal_00000277.wav,Normal
278,00000278.wav,Normal,0.005983878,2975.862579669108,153.72234922048537,2425.8783569749485,3849.85128117674,1423.972924201791,2887.2557190939715,3049.179783213759,161.92406411978754,-301.008,10.352027,40.133324,5.866254,11.541087,7.396166,8.647502,5.9032445,-3.2915432,5.0624866,5.3774376,5.4696593,-0.52777517,4.725556,7.862194,4.65254,-3.2274797,4.869711,4.7776184,4.695086,5.6078405,3.8246586,1.2713339,3.6616514,-4.313388,4.1126304,-4.9387207,3.266816,-5.650267,3.5393755,-2.780029,3.9245179,-7.9057446,3.6166358,-0.9420568,3.5532246,-2.537926,3.6172469,4.4802637,3.353482,Unknown,Normal_00000278.wav,Normal
279,00000279.wav,Normal,0.0058951727,2276.7660309674584,168.47836614196683,1829.5695175117853,3124.828805486672,1295.2592879748863,2164.0723741377424,2368.0029689173525,203.9305947796101,-305.47388,8.0958395,66.79888,7.192544,-1.9995334,5.585151,15.724175,5.96511,7.594906,5.455087,18.240238,5.2951384,5.640229,4.964797,-1.6478486,4.444557,-4.888968,4.0814085,2.2961502,4.3135676,-0.6050453,4.297556,1.0494562,3.7635887,0.12475437,4.015494,-1.0690695,3.8642564,-0.28622898,3.8153071,4.537734,3.667837,-0.06530714,3.2909095,-4.03944,3.7794268,-5.849618,3.1954074,-3.7837563,3.1455004,Unknown,Normal_00000279.wav,Normal
280,00000280.wav,Normal,0.005997025,2638.731267183264,140.37739061399753,2272.4935935520707,3299.0104593351502,1026.5168657830795,2547.311456928263,2714.834983484451,167.52352655618824,-301.39246,8.886248,56.54559,6.6251636,5.411149,6.3964505,3.6302783,5.9932885,0.29679236,4.986053,3.6915774,4.8280573,6.459727,4.5302544,5.4359913,4.9443645,1.6195582,4.9309206,-0.8999753,4.177559,-5.3230186,4.3687615,-0.022612112,4.152814,2.9335997,4.346021,3.583897,3.8554418,2.437829,3.776128,3.664022,4.1479197,-3.9307015,3.4941115,-7.952604,3.3131819,-8.305405,3.5270197,-1.2894523,3.4853945,Unknown,Normal_00000280.wav,Normal
281,00000281.wav,Normal,0.005870012,2680.0781330095965,163.38084545262868,2410.112282701732,3749.115827131249,1339.0035444295168,2569.776686304721,2765.5250262471327,195.7483399424118,-310.1781,9.185008,54.24713,6.0694733,11.546273,6.978352,8.599838,6.2085314,3.6274383,4.5793033,5.3684707,4.8211718,1.9828415,5.465794,0.06843273,4.647241,-1.6592288,4.8019295,3.8318706,4.447549,3.194279,4.2965302,3.3472507,4.1226783,1.2883914,3.7587488,-2.3377533,4.0215783,-5.532686,3.591138,-4.213964,3.7811863,-7.749958,3.5486302,-7.217254,3.6929622,-5.8762007,3.474395,-0.5058196,3.4662626,Unknown,Normal_00000281.wav,Normal
282,00000282.wav,Normal,0.0058417046,2603.9436911543344,133.47082985383216,2296.692121970018,3172.6989088890323,876.0067869190143,2524.5204835382538,2667.1064728185456,142.58598928029187,-312.81815,9.023574,56.04337,5.9840794,9.618309,6.4034824,8.88789,5.9332747,1.2823119,5.503988,7.712393,4.883817,6.289372,5.3185587,2.7840183,4.425931,0.88520086,4.336464,0.67599815,4.277021,-5.4544034,4.2036448,-5.194193,3.7910376,-6.156279,3.9069731,-3.7028193,4.1478763,-2.284031,3.8108313,4.253002,3.8290186,3.602365,3.9920273,1.2589513,3.9595878,-4.7581544,3.4296775,-5.6410575,3.3383024,Unknown,Normal_00000282.wav,Normal
283,00000283.wav,Normal,0.0058735926,2279.4688502297163,200.05595598572944,1890.2184572923204,3348.532996398859,1458.3145391065384,2142.8438331255784,2379.6375781196275,236.79374499404912,-311.10913,9.895312,65.79083,8.229633,-3.296354,6.5627174,18.844,5.7530055,9.1184,5.344173,11.539649,5.005716,2.8026044,4.7221217,7.1557975,4.372227,1.2333623,4.622028,-2.8296444,4.647272,-5.994947,4.150649,-0.12747759,3.8706808,-1.8140541,3.8796215,-2.8938909,3.5797715,3.4560773,3.6712286,8.940104,4.0134015,0.25023907,3.7119193,-5.0774884,4.351556,-4.451185,3.637757,-1.7101278,3.406432,Unknown,Normal_00000283.wav,Normal
284,00000284.wav,Normal,0.004838589,2531.481697007029,250.22511174606493,1920.6623983069308,3378.361073385662,1457.6986750787314,2372.444951703514,2677.0665683120287,304.6216166085146,-339.35245,16.836605,54.353474,9.478223,0.8283888,12.14382,16.493177,8.838029,2.5607185,7.7399077,12.152358,7.117339,8.6221,7.4326982,5.435434,7.230971,-0.35178047,5.7233086,-1.1249609,7.0328307,-4.0474396,6.1994977,0.35386518,5.1391926,2.6760738,5.649761,2.6156216,5.398637,-0.36736217,4.3878713,0.40644023,4.727667,-2.928066,6.1077366,-1.836418,4.6258907,-4.489901,5.9658546,-2.719483,5.018112,Unknown,Normal_00000284.wav,Normal
285,00000285.wav,Normal,0.0058405735,2746.7126310036647,125.43594988589302,2411.912931137863,3422.944774331995,1011.0318431941324,2659.115073578306,2815.701186517941,156.5861129396353,-302.05313,7.5974984,50.846,5.047714,7.2754498,6.024779,8.216353,4.8059344,-2.1086056,5.6089945,5.8316555,5.0631585,8.730866,4.4880233,-0.35600942,4.4147854,2.044316,3.77727,-0.47929725,4.3799067,-12.529963,3.764058,-1.0788084,4.117222,-0.617725,4.100986,1.9687856,3.6814904,5.8282833,3.7099552,9.672287,3.6774514,-0.57694465,3.5387146,-2.5002418,3.5864885,-12.044848,3.6631167,-4.200292,3.3674767,Unknown,Normal_00000285.wav,Normal
286,00000286.wav,Normal,0.005927238,2252.3299545083137,178.9388171026372,1902.460982620397,3006.3395670413447,1103.8785844209476,2130.944165515686,2329.248335709991,198.3041701943048,-303.49326,8.790686,68.75041,6.9716706,0.19178866,6.124624,18.81839,5.5570545,2.2344537,4.9616094,11.135697,4.484002,3.337103,4.8249693,3.3146904,3.7863097,-1.3677446,3.7900522,1.1931468,4.365379,-2.461016,4.515625,-0.08735511,3.9502766,-1.0961498,4.0512795,0.24295029,3.7347732,1.7956141,3.6326487,3.4146862,3.7637744,0.20863132,3.9575217,0.22589318,3.7209635,-3.3746014,3.4878614,-1.9483505,3.3809013,Unknown,Normal_00000286.wav,Normal
287,00000287.wav,Normal,0.0058952346,2254.2633301812466,176.65203923640937,1858.6551650934489,3146.8975039006755,1288.2423388072266,2129.403821794938,2352.7875777581075,223.38375596316973,-304.28497,8.288838,68.49829,7.43197,0.6434768,5.95763,19.22766,5.632418,3.0995638,5.302387,13.037739,4.889594,3.2727082,4.6668844,2.0677476,4.482406,-1.8059036,4.188949,0.7738976,4.030542,-3.4373977,3.9900165,-0.30406582,3.9234922,-0.4015378,3.5732136,0.120810315,3.7107172,0.6957763,3.5127673,3.3211787,3.59556,-0.29601166,3.5392733,0.22381742,3.2196512,-3.2880945,3.3254075,-1.6943482,3.0819614,Unknown,Normal_00000287.wav,Normal
288,00000288.wav,Normal,0.0059846537,2337.3878013196154,149.38238488367483,1981.317769078153,3015.755197006996,1034.4374279288431,2234.496294771276,2425.2916994634006,190.79540469212492,-291.23752,9.893625,64.51586,6.855558,-7.998513,6.3164835,17.215942,5.3424373,0.11224287,4.659153,9.631559,4.728785,1.6938636,4.5802956,3.1999984,4.099371,-1.3696663,4.5764184,-0.4857394,3.7375467,-3.2822769,3.8844044,0.35828528,3.8603694,1.1887985,3.9518301,0.26314282,3.5621593,0.08175947,3.9289,2.9279778,3.39398,-0.18923655,3.7297385,-0.33335137,3.340671,-3.000308,3.6876528,-1.60109,2.9403431,Unknown,Normal_00000288.wav,Normal
